%time,field.header.seq,field.header.stamp,field.header.frame_id,field.origin.x,field.origin.y,field.origin.z,field.dir.x,field.dir.y,field.dir.z,field.score
1647959585910464768,11577,1647959585879790782,camera_color_optical_frame,458.355834961,47.2311477661,0.0,-14.8247232437,157.106887817,-122.760475159,0.0105652781203
1647959585983458796,11578,1647959585954553842,camera_color_optical_frame,458.349761963,48.262046814,0.0,-15.6398286819,150.501144409,-131.507110596,0.0112114259973
1647959586216611752,11579,1647959586191359281,camera_color_optical_frame,457.559906006,47.9990348816,0.0,-20.8188648224,156.068634033,-123.262649536,0.0110988933593
1647959586461026468,11580,1647959586430188655,camera_color_optical_frame,457.840545654,50.0882339478,0.0,-22.724697113,151.928848267,-128.508834839,0.0109525648877
1647959586983273213,11581,1647959586958222150,camera_color_optical_frame,455.999633789,47.2356452942,0.0,-19.3036308289,163.829940796,-111.848052979,0.00924549344927
1647959587223503612,11582,1647959587193713903,camera_color_optical_frame,455.743652344,47.2191238403,0.0,-18.9407329559,161.521530151,-115.57485199,0.00928238313645
1647959587782345417,11583,1647959587757302045,camera_color_optical_frame,451.308898926,52.4486045837,0.0,-36.9235954285,188.069061279,-44.2833938599,0.00623323442414
1647959588022849993,11584,1647959587991747379,camera_color_optical_frame,451.294342041,51.6653938293,0.0,-34.4919662476,184.577560425,-59.9590835571,0.00694635463879
1647959588582013820,11585,1647959588556983232,camera_color_optical_frame,451.064971924,56.6237106323,0.0,-47.0744247437,173.905395508,-81.8352890015,0.00843296293169
1647959588824453677,11586,1647959588786774635,camera_color_optical_frame,451.57019043,57.428478241,0.0,-31.9517936707,166.775756836,-103.501419067,0.0105928108096
1647959589352585814,11587,1647959589326979637,camera_color_optical_frame,451.319793701,59.770614624,0.0,-33.6913528442,172.885574341,-91.0305099487,0.00811184663326
1647959589595153172,11588,1647959589561553239,camera_color_optical_frame,451.575378418,59.7598075867,0.0,-34.126285553,173.618560791,-89.28855896,0.00832693744451
1647959590035173252,11589,1647959590004739999,camera_color_optical_frame,456.006286621,60.0074310303,0.0,-15.2361288071,151.341903687,-130.486541748,0.0138722881675
1647959590545456675,11590,1647959590520466089,camera_color_optical_frame,464.081787109,57.1591300964,0.0,-3.03941583633,139.466430664,-145.259414673,0.0174598954618
1647959590782863512,11591,1647959590753115177,camera_color_optical_frame,463.572418213,57.6665115356,0.0,2.58516454697,142.035995483,-142.483840942,0.0158948004246
1647959591347641340,11592,1647959591322725296,camera_color_optical_frame,460.711975098,56.8777389526,0.0,16.8210334778,136.167572021,-147.66355896,0.0166943520308
1647959591599320471,11593,1647959591568249702,camera_color_optical_frame,458.871429443,57.6796951294,0.0,13.4857950211,133.019699097,-151.180160522,0.0181098617613
1647959592070036576,11594,1647959592039853572,camera_color_optical_frame,448.438018799,57.4098548889,0.0,-29.8578071594,157.396408081,-119.268432617,0.0122383702546
1647959592312841029,11595,1647959592280112743,camera_color_optical_frame,446.605041504,56.8856964111,0.0,-39.8158760071,164.345794678,-104.779396057,0.00922488886863
1647959592843914853,11596,1647959592818520069,camera_color_optical_frame,452.631530762,58.9813766479,0.0,-3.1171438694,134.229797363,-150.624862671,0.0180404800922
1647959593084940797,11597,1647959593053629398,camera_color_optical_frame,453.395111084,58.9519309998,0.0,-4.74876594543,135.294509888,-149.518112183,0.016938155517
1647959593648219614,11598,1647959593622140884,camera_color_optical_frame,456.25970459,58.1810874939,0.0,22.6265239716,143.084991455,-139.321136475,0.0131594520062
1647959593893258124,11599,1647959593860189437,camera_color_optical_frame,455.724975586,57.9449005127,0.0,17.6760597229,142.445129395,-140.832824707,0.0141547666863
1647959594414665854,11600,1647959594389804124,camera_color_optical_frame,457.281951904,58.4565238953,0.0,26.6013832092,136.132217407,-146.098007202,0.0152533473447
1647959594654843958,11601,1647959594625924825,camera_color_optical_frame,456.008117676,58.1934165955,0.0,22.9322605133,140.169189453,-142.513458252,0.0142545923591
1647959595187465867,11602,1647959595158284425,camera_color_optical_frame,446.605895996,56.3498725891,0.0,-5.00569725037,147.626754761,-135.966537476,0.0136550571769
1647959595425090011,11603,1647959595394376754,camera_color_optical_frame,445.305206299,58.7112617493,0.0,-16.6604976654,155.871398926,-124.235839844,0.0116613786668
1647959595952497251,11604,1647959595926497936,camera_color_optical_frame,429.643341064,54.7993011475,0.0,-40.3499259949,173.882751465,-85.7737426758,0.00949448253959
1647959596210493393,11605,1647959596180323839,camera_color_optical_frame,429.369110107,54.555896759,0.0,-47.3877716064,174.933654785,-79.1628952026,0.00956964306533
1647959596752630781,11606,1647959596727656602,camera_color_optical_frame,421.094116211,61.1836013794,0.0,-63.1368637085,149.156555176,-116.596229553,0.012281213887
1647959597008517698,11607,1647959596977215528,camera_color_optical_frame,421.090911865,60.8447494507,0.0,-59.7019271851,149.487365723,-118.121711731,0.0121552851051
1647959597552545929,11608,1647959597527932643,camera_color_optical_frame,425.648895264,60.5315361023,0.0,-55.712928772,160.646118164,-103.09362793,0.00845145620406
1647959597804606075,11609,1647959597771567583,camera_color_optical_frame,425.339630127,60.1904220581,0.0,-54.9821052551,155.690292358,-111.601989746,0.00958474911749
1647959598360445466,11610,1647959598329715251,camera_color_optical_frame,431.737762451,54.5133361816,0.0,-18.9237804413,174.082336426,-93.2061843872,0.00835453905165
1647959598609383267,11611,1647959598577755451,camera_color_optical_frame,433.565460205,53.4890861511,0.0,-14.2188882828,171.575408936,-99.0975494385,0.00904916040599
1647959599025377017,11612,1647959598994050741,camera_color_optical_frame,434.327178955,48.5401802063,0.0,-22.8411483765,168.988555908,-102.188209534,0.00822871737182
1647959599559118183,11613,1647959599533271789,camera_color_optical_frame,442.201080322,52.4400138855,0.0,8.1647310257,130.265380859,-154.229049683,0.0187093596905
1647959599799981702,11614,1647959599767659664,camera_color_optical_frame,442.952667236,52.1953086853,0.0,2.93748760223,127.794006348,-156.70854187,0.0197616200894
1647959600326445413,11615,1647959600301657199,camera_color_optical_frame,441.655609131,51.4104042053,0.0,-4.58872413635,138.090957642,-146.663619995,0.0150306858122
1647959600569897828,11616,1647959600537438631,camera_color_optical_frame,441.160095215,51.3975791931,0.0,-1.90588450432,133.246139526,-151.611755371,0.0168214067817
1647959601094191361,11617,1647959601068915605,camera_color_optical_frame,441.908050537,49.8314285278,0.0,0.675653517246,131.24230957,-153.547683716,0.0190569479018
1647959601337760094,11618,1647959601300256729,camera_color_optical_frame,441.387573242,50.6337509155,0.0,-0.375879704952,135.820144653,-149.072433472,0.0163409374654
1647959601806382823,11619,1647959601780568838,camera_color_optical_frame,436.697418213,49.5795822144,0.0,-24.5417575836,161.461013794,-114.496063232,0.00912892259657
1647959602055031694,11620,1647959602022161245,camera_color_optical_frame,436.937316895,50.095161438,0.0,-27.4603862762,164.713195801,-108.47026825,0.00848712027073
1647959602627967109,11621,1647959602603450298,camera_color_optical_frame,424.671905518,73.8443069458,0.0,-8.15015888214,143.383773804,-140.745193481,0.0247424896806
1647959602866766380,11622,1647959602835660457,camera_color_optical_frame,428.087280273,72.8144989014,0.0,-0.931744277477,123.026565552,-160.907196045,0.0330263711512
1647959603395736177,11623,1647959603370610237,camera_color_optical_frame,434.609405518,69.419631958,0.0,-5.11162376404,145.912521362,-137.997344971,0.0162534732372
