%time,field.header.seq,field.header.stamp,field.header.frame_id,field.origin.x,field.origin.y,field.origin.z,field.dir.x,field.dir.y,field.dir.z,field.score
1626204290718598193,1,1626204281785757064,camera_color_optical_frame,522.555541992,18.6331882477,0.0,-32.8144187927,118.611633301,-0.0,0.0241321399808
1626204290791425806,2,1626204290744353532,camera_color_optical_frame,428.254211426,94.7744903564,0.0,55.829334259,109.61554718,0.0,0.0256756711751
1626204290880514753,3,1626204290841535329,camera_color_optical_frame,322.863769531,130.063461304,0.0,46.1261177063,74.0665359497,81.9116973877,0.0914776623249
1626204290926920859,4,1626204290891242742,camera_color_optical_frame,324.198760986,137.2237854,0.0,44.2826385498,89.5077362061,63.996471405,0.0470317900181
1626204290973683283,5,1626204290931927204,camera_color_optical_frame,323.871520996,137.240341187,0.0,41.3279876709,93.145980835,-60.3282089233,0.0436705090106
1626204291060558906,6,1626204291024725437,camera_color_optical_frame,310.258636475,130.148956299,0.0,61.3896636963,71.4815063477,72.8564147949,0.106104381382
1626204291152874813,7,1626204291117392063,camera_color_optical_frame,313.753234863,131.893981934,0.0,55.443611145,76.509185791,72.4801559448,0.116317383945
1626204291245376173,8,1626204291208001375,camera_color_optical_frame,321.901428223,129.37171936,0.0,51.6098442078,85.2180786133,64.4011154175,0.0481607355177
1626204291341146117,9,1626204291300863742,camera_color_optical_frame,319.945251465,125.788963318,0.0,49.6961555481,73.2776031494,80.3696670532,0.0810881704092
1626204291422288975,10,1626204291387888193,camera_color_optical_frame,322.224243164,126.772956848,0.0,45.1162376404,92.687538147,58.0606575012,0.0462155565619
1626204291515452698,11,1626204291475972175,camera_color_optical_frame,319.617004395,120.908538818,0.0,52.3362770081,92.6792221069,50.9227218628,0.0411597378552
1626204291611644381,12,1626204291568204641,camera_color_optical_frame,309.513061523,126.129364014,0.0,50.3941345215,113.661155701,0.0,0.0265532862395
1626204291711439511,13,1626204291667742252,camera_color_optical_frame,298.73147583,127.108886719,0.0,23.0965633392,87.3729705811,-80.053604126,0.043853983283
1626204291795304391,14,1626204291758785486,camera_color_optical_frame,298.079345703,97.0940704346,0.0,19.0808696747,119.656066895,0.0,0.0305029731244
1626204291891732364,15,1626204291854464054,camera_color_optical_frame,294.164001465,98.3999938965,0.0,29.2390422821,89.5433883667,-75.0127639771,0.0488295815885
1626204291985275187,16,1626204291946917533,camera_color_optical_frame,283.215637207,88.7195663452,0.0,-1.78359365463,150.007080078,-0.0,0.0246620923281
1626204292076989113,17,1626204292036003112,camera_color_optical_frame,277.526123047,94.8114700317,0.0,-62.1958007812,138.653686523,-0.0,0.0148551696911
1626204292161592263,18,1626204292127421855,camera_color_optical_frame,255.330383301,79.1259155273,0.0,-94.332572937,109.940551758,-0.0,0.0226962324232
1626204292254147560,19,1626204292211475133,camera_color_optical_frame,251.43170166,76.1843566895,0.0,-112.087280273,107.696365356,-0.0,0.0221972540021
1626204292347108774,20,1626204292308002471,camera_color_optical_frame,239.01449585,60.8736228943,0.0,-129.900527954,81.5388946533,-0.0,0.0269159246236
1626204292443445831,21,1626204292406145811,camera_color_optical_frame,224.335968018,48.1224708557,0.0,-133.411376953,50.8833694458,-39.6459732056,0.0341330617666
1626204292528118222,22,1626204292492952346,camera_color_optical_frame,220.38432312,44.8558006287,0.0,-138.702789307,51.0446014404,-0.0,0.0337949544191
1626204292619687862,23,1626204292584126234,camera_color_optical_frame,216.171951294,44.2024154663,0.0,-139.147872925,40.2774848938,-30.1768856049,0.030428333208
1626204292709235982,24,1626204292677694559,camera_color_optical_frame,200.525787354,42.9105110168,0.0,-135.079574585,36.5617980957,-49.6302833557,0.0315765105188
1626204292805875730,25,1626204292768859386,camera_color_optical_frame,194.321044922,43.887550354,0.0,-127.791152954,36.3502616882,-67.8465118408,0.0376141741872
1626204292891782483,26,1626204292856454849,camera_color_optical_frame,188.764846802,47.1501846313,0.0,-120.18888855,25.8966808319,-86.0989379883,0.0426828078926
1626204292982934682,27,1626204292946003437,camera_color_optical_frame,178.668304443,54.0133781433,0.0,-121.062934875,12.1699409485,88.0815582275,0.0380495488644
