%time,field.header.seq,field.header.stamp,field.header.frame_id,field.origin.x,field.origin.y,field.origin.z,field.dir.x,field.dir.y,field.dir.z,field.score
1647289654729680342,8454,1647289654699239730,camera_color_optical_frame,406.393676758,52.9797439575,0.0,45.1172790527,104.818588257,-150.744506836,0.0294528510422
1647289654832106822,8455,1647289654806830167,camera_color_optical_frame,405.617614746,53.4981002808,0.0,43.3496513367,110.782058716,-146.535140991,0.026415809989
1647289655059484008,8456,1647289655033468484,camera_color_optical_frame,404.305847168,54.030708313,0.0,37.9512901306,111.022567749,-147.985626221,0.0289995837957
1647289655311270319,8457,1647289655278491497,camera_color_optical_frame,405.638946533,53.7554702759,0.0,41.3934669495,114.071548462,-144.349121094,0.0264237001538
1647289655808299919,8458,1647289655782803297,camera_color_optical_frame,395.457855225,51.9263687134,0.0,24.4108409882,118.397636414,-144.777755737,0.0256009418517
1647289656072768650,8459,1647289656028935670,camera_color_optical_frame,394.929473877,51.9268989563,0.0,25.9820823669,121.108085632,-141.963256836,0.0236323531717
1647289656688510769,8460,1647289656663312196,camera_color_optical_frame,373.248291016,69.9330444336,0.0,-8.76977729797,167.217575073,-78.0098876953,0.010233242996
1647289656968805359,8461,1647289656934282779,camera_color_optical_frame,371.948242188,71.7588424683,0.0,-9.20962715149,167.819152832,-76.5078811646,0.0101360473782
1647289657586700208,8462,1647289657562026977,camera_color_optical_frame,365.664916992,49.3090782166,0.0,-8.49399185181,141.574264526,-121.920967102,0.0125339068472
1647289657846775235,8463,1647289657812973022,camera_color_optical_frame,365.166717529,49.5714416504,0.0,-7.9417219162,145.491394043,-116.74256134,0.0129872867838
1647289658452229789,8464,1647289658425635099,camera_color_optical_frame,346.902740479,61.5835571289,0.0,-6.13747119904,149.941207886,-110.455093384,0.01239337679
1647289658717157267,8465,1647289658681607723,camera_color_optical_frame,348.211700439,62.1178016663,0.0,2.24037313461,143.088439941,-120.256004333,0.014776814729
1647289659213939988,8466,1647289659182055711,camera_color_optical_frame,390.743133545,99.6883087158,0.0,-24.5516204834,133.004272461,-129.938873291,0.0203207321465
1647289659801880881,8467,1647289659769743919,camera_color_optical_frame,401.840148926,99.3828201294,0.0,-31.6101341248,116.521949768,-144.920516968,0.0268213730305
1647289660065274270,8468,1647289660032913208,camera_color_optical_frame,396.616333008,100.04750824,0.0,-28.9512557983,89.0799407959,-165.626220703,0.0379089824855
1647289660692430015,8469,1647289660665881156,camera_color_optical_frame,371.813781738,107.842933655,0.0,-39.5064277649,128.447967529,-130.929733276,0.0198960844427
