%time,field.header.seq,field.header.stamp,field.header.frame_id,field.origin.x,field.origin.y,field.origin.z,field.dir.x,field.dir.y,field.dir.z,field.score
1647959624360010764,11862,1647959624333485603,camera_color_optical_frame,161.291229248,109.086250305,0.0,90.7686462402,58.4579696655,-172.473815918,0.0550496652722
1647959624431335418,11863,1647959624406634569,camera_color_optical_frame,160.239257812,108.566619873,0.0,89.042137146,57.3025093079,-173.894805908,0.0573520436883
1647959624646201910,11864,1647959624621620416,camera_color_optical_frame,158.427062988,107.780708313,0.0,88.7259292603,64.226890564,-171.37461853,0.0506438426673
1647959624903466162,11865,1647959624873433828,camera_color_optical_frame,157.380401611,108.570671082,0.0,82.3864593506,61.8899879456,-175.777633667,0.0568560808897
1647959625476883200,11866,1647959625451095819,camera_color_optical_frame,155.542800903,110.672447205,0.0,89.9840393066,51.2739601135,-175.436126709,0.0582773685455
1647959625723571610,11867,1647959625685838222,camera_color_optical_frame,155.561950684,111.939559937,0.0,86.5690002441,51.9798126221,-177.102096558,0.0628401339054
1647959626276787408,11868,1647959626252283811,camera_color_optical_frame,154.845916748,133.313339233,0.0,103.27495575,39.095993042,-170.737136841,0.0286792255938
1647959626514230585,11869,1647959626483280897,camera_color_optical_frame,153.856750488,135.566375732,0.0,104.078857422,45.5288848877,-168.414001465,0.0258284807205
1647959627046020299,11870,1647959627021156787,camera_color_optical_frame,130.032150269,168.551498413,0.0,64.187538147,90.0668640137,-170.614212036,0.0344313830137
1647959627281683528,11871,1647959627252790927,camera_color_optical_frame,146.01159668,161.060287476,0.0,88.2962875366,56.5223846436,174.597686768,0.0371048785746
1647959627760263580,11872,1647959627729501962,camera_color_optical_frame,133.626266479,178.66305542,0.0,75.1225585938,59.7533187866,180.148544312,0.0459449775517
1647959628276137949,11873,1647959628252269268,camera_color_optical_frame,105.867111206,175.403625488,0.0,80.2906646729,33.3378677368,185.170852661,0.0448508970439
1647959628528960119,11874,1647959628496361732,camera_color_optical_frame,65.7416915894,172.838790894,0.0,nan,nan,nan,nan
1647959629079523885,11875,1647959629051736831,camera_color_optical_frame,136.247787476,144.322631836,0.0,60.1670761108,79.4485473633,-177.925857544,0.04847240448
1647959629326307940,11876,1647959629296543836,camera_color_optical_frame,138.321609497,143.271972656,0.0,71.6015777588,72.1093978882,-176.693511963,0.0486673898995
1647959629879000573,11877,1647959629854012012,camera_color_optical_frame,145.640609741,103.902671814,0.0,85.328666687,97.6767654419,-154.995880127,0.0258103404194
1647959630127246397,11878,1647959630096489429,camera_color_optical_frame,149.273193359,101.007911682,0.0,75.3715286255,78.7312774658,-171.755355835,0.0428826250136
1647959630674841666,11879,1647959630650193691,camera_color_optical_frame,148.510101318,106.485321045,0.0,32.6403656006,92.7093200684,-178.769973755,0.0476882904768
1647959630927684232,11880,1647959630896116971,camera_color_optical_frame,149.810012817,104.684150696,0.0,35.6246681213,89.4635162354,-179.967071533,0.0502270832658
1647959631472336998,11881,1647959631447577714,camera_color_optical_frame,147.979614258,104.675735474,0.0,72.1320648193,102.252365112,-159.099121094,0.0270613078028
1647959631726783037,11882,1647959631695264101,camera_color_optical_frame,147.986831665,104.654975891,0.0,78.8943786621,100.705215454,-156.616867065,0.0263134688139
1647959632250636847,11883,1647959632221383333,camera_color_optical_frame,144.075180054,104.13861084,0.0,79.8976135254,84.6017150879,-166.309341431,0.0359976291656
1647959632497793730,11884,1647959632466557502,camera_color_optical_frame,143.798828125,106.238571167,0.0,83.1700439453,87.1831436157,-163.021972656,0.0331141911447
1647959633025535724,11885,1647959633000749111,camera_color_optical_frame,143.81338501,109.358291626,0.0,76.3858642578,86.1236114502,-167.269302368,0.0357214100659
1647959633266796942,11886,1647959633234854221,camera_color_optical_frame,144.075744629,108.845222473,0.0,62.3955574036,81.1566238403,-176.212966919,0.0469501055777
1647959633812123144,11887,1647959633786860227,camera_color_optical_frame,141.988265991,111.167198181,0.0,55.1323394775,91.7249679565,-173.125411987,0.0397373624146
1647959634065768705,11888,1647959634034924983,camera_color_optical_frame,142.234161377,109.867996216,0.0,48.6877288818,85.4669113159,-178.724487305,0.0485633984208
1647959634610382480,11889,1647959634586053133,camera_color_optical_frame,121.645202637,114.077461243,0.0,56.0153160095,95.3436431885,-170.627044678,0.0366042070091
1647959634865415269,11890,1647959634834284782,camera_color_optical_frame,120.590087891,115.877571106,0.0,51.3763237,93.9332885742,-173.093582153,0.038585729897
1647959635421127876,11891,1647959635391308784,camera_color_optical_frame,122.410392761,113.817138672,0.0,78.0107803345,94.8171157837,-161.115142822,0.0296135693789
1647959635667993223,11892,1647959635635752201,camera_color_optical_frame,121.622772217,114.582862854,0.0,75.9529571533,100.062332153,-158.671142578,0.0273275580257
1647959636219570225,11893,1647959636194855690,camera_color_optical_frame,123.712051392,116.398597717,0.0,64.9471740723,92.5967788696,-168.78527832,0.0355352796614
1647959636469753294,11894,1647959636436083316,camera_color_optical_frame,123.175056458,115.875297546,0.0,78.4397125244,89.9064941406,-163.978164673,0.0319384932518
1647959637013437588,11895,1647959636988971471,camera_color_optical_frame,121.874153137,117.464744568,0.0,78.8889389038,95.630065918,-160.105804443,0.0283574908972
1647959637265252881,11896,1647959637234476089,camera_color_optical_frame,121.868026733,117.450279236,0.0,72.152053833,97.2303848267,-162.540344238,0.0300048496574
1647959637826265272,11897,1647959637801840782,camera_color_optical_frame,119.788871765,117.455322266,0.0,63.9594345093,101.01902771,-163.776382446,0.0297432541847
