x_time,field_header_seq,field_header_stamp,field_header_frame_id,field_persons0_bodyParts0_score,field_persons0_bodyParts0_pixel_x,field_persons0_bodyParts0_pixel_y,field_persons0_bodyParts0_point_x,field_persons0_bodyParts0_point_y,field_persons0_bodyParts0_point_z,field_persons0_bodyParts1_score,field_persons0_bodyParts1_pixel_x,field_persons0_bodyParts1_pixel_y,field_persons0_bodyParts1_point_x,field_persons0_bodyParts1_point_y,field_persons0_bodyParts1_point_z,field_persons0_bodyParts2_score,field_persons0_bodyParts2_pixel_x,field_persons0_bodyParts2_pixel_y,field_persons0_bodyParts2_point_x,field_persons0_bodyParts2_point_y,field_persons0_bodyParts2_point_z,field_persons0_bodyParts3_score,field_persons0_bodyParts3_pixel_x,field_persons0_bodyParts3_pixel_y,field_persons0_bodyParts3_point_x,field_persons0_bodyParts3_point_y,field_persons0_bodyParts3_point_z,field_persons0_bodyParts4_score,field_persons0_bodyParts4_pixel_x,field_persons0_bodyParts4_pixel_y,field_persons0_bodyParts4_point_x,field_persons0_bodyParts4_point_y,field_persons0_bodyParts4_point_z,field_persons0_bodyParts5_score,field_persons0_bodyParts5_pixel_x,field_persons0_bodyParts5_pixel_y,field_persons0_bodyParts5_point_x,field_persons0_bodyParts5_point_y,field_persons0_bodyParts5_point_z,field_persons0_bodyParts6_score,field_persons0_bodyParts6_pixel_x,field_persons0_bodyParts6_pixel_y,field_persons0_bodyParts6_point_x,field_persons0_bodyParts6_point_y,field_persons0_bodyParts6_point_z,field_persons0_bodyParts7_score,field_persons0_bodyParts7_pixel_x,field_persons0_bodyParts7_pixel_y,field_persons0_bodyParts7_point_x,field_persons0_bodyParts7_point_y,field_persons0_bodyParts7_point_z,field_persons0_bodyParts8_score,field_persons0_bodyParts8_pixel_x,field_persons0_bodyParts8_pixel_y,field_persons0_bodyParts8_point_x,field_persons0_bodyParts8_point_y,field_persons0_bodyParts8_point_z,field_persons0_bodyParts9_score,field_persons0_bodyParts9_pixel_x,field_persons0_bodyParts9_pixel_y,field_persons0_bodyParts9_point_x,field_persons0_bodyParts9_point_y,field_persons0_bodyParts9_point_z,field_persons0_bodyParts10_score,field_persons0_bodyParts10_pixel_x,field_persons0_bodyParts10_pixel_y,field_persons0_bodyParts10_point_x,field_persons0_bodyParts10_point_y,field_persons0_bodyParts10_point_z,field_persons0_bodyParts11_score,field_persons0_bodyParts11_pixel_x,field_persons0_bodyParts11_pixel_y,field_persons0_bodyParts11_point_x,field_persons0_bodyParts11_point_y,field_persons0_bodyParts11_point_z,field_persons0_bodyParts12_score,field_persons0_bodyParts12_pixel_x,field_persons0_bodyParts12_pixel_y,field_persons0_bodyParts12_point_x,field_persons0_bodyParts12_point_y,field_persons0_bodyParts12_point_z,field_persons0_bodyParts13_score,field_persons0_bodyParts13_pixel_x,field_persons0_bodyParts13_pixel_y,field_persons0_bodyParts13_point_x,field_persons0_bodyParts13_point_y,field_persons0_bodyParts13_point_z,field_persons0_bodyParts14_score,field_persons0_bodyParts14_pixel_x,field_persons0_bodyParts14_pixel_y,field_persons0_bodyParts14_point_x,field_persons0_bodyParts14_point_y,field_persons0_bodyParts14_point_z,field_persons0_bodyParts15_score,field_persons0_bodyParts15_pixel_x,field_persons0_bodyParts15_pixel_y,field_persons0_bodyParts15_point_x,field_persons0_bodyParts15_point_y,field_persons0_bodyParts15_point_z,field_persons0_bodyParts16_score,field_persons0_bodyParts16_pixel_x,field_persons0_bodyParts16_pixel_y,field_persons0_bodyParts16_point_x,field_persons0_bodyParts16_point_y,field_persons0_bodyParts16_point_z,field_persons0_bodyParts17_score,field_persons0_bodyParts17_pixel_x,field_persons0_bodyParts17_pixel_y,field_persons0_bodyParts17_point_x,field_persons0_bodyParts17_point_y,field_persons0_bodyParts17_point_z,field_persons0_bodyParts18_score,field_persons0_bodyParts18_pixel_x,field_persons0_bodyParts18_pixel_y,field_persons0_bodyParts18_point_x,field_persons0_bodyParts18_point_y,field_persons0_bodyParts18_point_z,field_persons0_bodyParts19_score,field_persons0_bodyParts19_pixel_x,field_persons0_bodyParts19_pixel_y,field_persons0_bodyParts19_point_x,field_persons0_bodyParts19_point_y,field_persons0_bodyParts19_point_z,field_persons0_bodyParts20_score,field_persons0_bodyParts20_pixel_x,field_persons0_bodyParts20_pixel_y,field_persons0_bodyParts20_point_x,field_persons0_bodyParts20_point_y,field_persons0_bodyParts20_point_z,field_persons0_bodyParts21_score,field_persons0_bodyParts21_pixel_x,field_persons0_bodyParts21_pixel_y,field_persons0_bodyParts21_point_x,field_persons0_bodyParts21_point_y,field_persons0_bodyParts21_point_z,field_persons0_bodyParts22_score,field_persons0_bodyParts22_pixel_x,field_persons0_bodyParts22_pixel_y,field_persons0_bodyParts22_point_x,field_persons0_bodyParts22_point_y,field_persons0_bodyParts22_point_z,field_persons0_bodyParts23_score,field_persons0_bodyParts23_pixel_x,field_persons0_bodyParts23_pixel_y,field_persons0_bodyParts23_point_x,field_persons0_bodyParts23_point_y,field_persons0_bodyParts23_point_z,field_persons0_bodyParts24_score,field_persons0_bodyParts24_pixel_x,field_persons0_bodyParts24_pixel_y,field_persons0_bodyParts24_point_x,field_persons0_bodyParts24_point_y,field_persons0_bodyParts24_point_z
1.64728991351121e+18,18359,1.64728991340515e+18,camera_color_optical_frame,0.786547720432,457.309417725,87.9121704102,0.923119963818408,-0.199467951379703,0.482397600738024,0.73124152422,453.352722168,73.5744247437,0.907947156599688,-0.180168338703341,0.535806257252703,0.585159778595,371.1612854,67.035118103,1.07404759345388,-0.0444278771188135,0.385982880148383,0.725994229317,316.336578369,164.970306396,0.910571352697884,0.074861519524958,0.246946814581077,0.742092728615,369.844177246,248.473022461,0.726018930657594,-0.0442616951235221,0.19185310080517,0.607653737068,533.018798828,87.9009475708,1.02153006745823,-0.393065477183432,0.380024483755902,0.748131453991,590.507263184,183.258804321,0.845186025022301,-0.520955100146236,0.275674133924976,0.745189905167,550.001403809,271.972198486,0.67552403945634,-0.433619841150088,0.183504799143441,0.361031860113,405.117492676,251.104858398,0.873479488768466,-0.164804182637184,-0.0891199489897234,0.206366896629,360.734130859,239.353027344,0.744861252402122,-0.0243092036574592,0.1989688064518,0.0652457624674,356.820404053,287.646453857,0.668636884763246,-0.0186931047220786,0.111805367529746,0,0,0,2.99396768648311,1.90068215969291,-1.02159314073084,0.314031451941,445.557220459,261.544189453,0.875125529216953,-0.285559693255546,-0.151425477541404,0.136611759663,444.280456543,307.201568604,0.826917956663936,-0.314395623020075,-0.359292249912962,0,0,0,2.99396768648311,1.90068215969291,-1.02159314073084,0.733766674995,444.295166016,72.2615127563,0.914349710174356,-0.164540074747714,0.532539086755223,0.758430480957,475.643035889,74.8578109741,0.924366512893835,-0.227703589596485,0.51624190187684,0.635717749596,422.05670166,29.213602066,0.967498210960207,-0.119169903330494,0.586323787330979,0.575625777245,499.066375732,46.2011604309,0.941313750008552,-0.260302369731928,0.571430601485629,0,0,0,2.99396768648311,1.90068215969291,-1.02159314073084,0,0,0,2.99396768648311,1.90068215969291,-1.02159314073084,0,0,0,2.99396768648311,1.90068215969291,-1.02159314073084,0,0,0,2.99396768648311,1.90068215969291,-1.02159314073084,0,0,0,2.99396768648311,1.90068215969291,-1.02159314073084,0,0,0,2.99396768648311,1.90068215969291,-1.02159314073084
1.64728991414447e+18,18360,1.64728991404839e+18,camera_color_optical_frame,0.810778915882,446.892150879,87.8909759521,0.924437325318716,-0.179647993473391,0.480882730606175,0.729440152645,444.323394775,73.5703201294,0.9107594558105,-0.164215234992288,0.532827314312474,0.554060399532,362.055389404,68.3751678467,1.07134047990585,-0.0244496547655242,0.384513553777377,0.757443964481,298.076843262,153.209960938,0.929844392509537,0.116154945531923,0.264651771515481,0.705714523792,343.749237061,232.782546997,0.721915783187088,0.0157312239697498,0.266404967310071,0.612516522408,523.887329102,86.6104888916,1.02026916628855,-0.371673297213581,0.385089978258863,0.76497477293,581.302185059,183.211151123,0.837637938190224,-0.495524804100578,0.286401285630634,0.772119760513,527.838439941,257.654144287,0.688620052740402,-0.375694968046134,0.224134247687857,0.473046064377,407.705535889,239.342330933,0.881502264946168,-0.166001762967668,-0.0388453365059371,0.402686625719,368.54788208,232.809814453,0.910008620401231,-0.0645260054882219,-0.0547991830172851,0.397298514843,277.20791626,238.049713135,0.702920720114194,0.153396418291897,0.275555789317263,0.16565130651,196.295898438,295.448547363,0.454189775130421,0.249468239856086,0.535487013352179,0.386826276779,445.553924561,251.084106445,0.878116926550627,-0.275902876435115,-0.0959199371749839,0.10629196465,441.621002197,338.538726807,0.913808771585339,-0.400445523319944,-0.858333979298386,0,0,0,3.00971541524099,1.91057605403481,-1.03454465107087,0.767762124538,432.532226562,69.7086257935,0.913942897164143,-0.14151597281042,0.539229418954437,0.772556006908,466.440460205,73.5921554565,0.915387190259068,-0.206762106802604,0.528451637194035,0.531647861004,411.630889893,26.6091995239,0.961979382514215,-0.0983336384671947,0.597028395421147,0.559440553188,487.348907471,44.8548278809,0.919417556681753,-0.230592294757982,0.594774015797038,0,0,0,3.00971541524099,1.91057605403481,-1.03454465107087,0,0,0,3.00971541524099,1.91057605403481,-1.03454465107087,0,0,0,3.00971541524099,1.91057605403481,-1.03454465107087,0.0799249261618,180.599624634,296.763427734,0.451894690304954,0.272758927782112,0.535399299605142,0.0875435173512,176.706008911,290.252990723,0.465008446559216,0.28121254506163,0.530135772389286,0.0909170582891,191.050140381,298.077636719,0.4519264596396,0.257932636211167,0.530806607485458
1.64728991438692e+18,18361,1.64728991427934e+18,camera_color_optical_frame,0.834041595459,444.31161499,87.8892974854,0.921566359789495,-0.173841390115467,0.483873278220662,0.744435310364,444.277862549,72.2795944214,0.911392452663715,-0.163720138953059,0.535471478462794,0.560791432858,362.050872803,68.3285522461,1.07363946473311,-0.0246317750105995,0.382360380877037,0.762544214725,296.812347412,151.957061768,0.931055682687152,0.118944607408741,0.267623181703101,0.737934231758,341.154632568,230.218292236,0.722997903256019,0.0214118143238719,0.275035460116015,0.612998723984,525.141296387,87.891746521,1.01929854175104,-0.375048787708853,0.382251617733369,0.781658709049,580.007019043,183.191848755,0.839386352722237,-0.493992420455454,0.283944497819792,0.781316399574,526.514587402,256.329437256,0.692474195740511,-0.373863879564044,0.222852642100513,0.48394715786,405.114532471,255.012039185,0.868031071501293,-0.165954936204068,-0.101321834284374,0.427414953709,362.060852051,245.870101929,0.729921889303383,-0.0269964080513367,0.196355411206091,0.241294622421,275.859283447,236.741119385,0.715221612388832,0.157653500017094,0.259524913048592,0.129716202617,194.994842529,290.25994873,0.462235350050571,0.252080512339857,0.53654497665572,0.413777858019,445.56036377,266.741760254,0.854648242985392,-0.282247644400064,-0.143375141543407,0,0,0,3.00971541524099,1.91057605403481,-1.03454465107087,0,0,0,3.00971541524099,1.91057605403481,-1.03454465107087,0.790820837021,432.471008301,69.6947097778,0.912493900440304,-0.141046516426168,0.540712196471112,0.774048686028,465.161071777,74.8700942993,0.916197348824061,-0.205308523146277,0.52432622695609,0.498137056828,411.631134033,27.9220237732,0.955933322782252,-0.0976313096817581,0.599382583005031,0.573582112789,487.340209961,40.9695968628,0.918468590300459,-0.228134422039323,0.604555075256807,0,0,0,3.00971541524099,1.91057605403481,-1.03454465107087,0,0,0,3.00971541524099,1.91057605403481,-1.03454465107087,0,0,0,3.00971541524099,1.91057605403481,-1.03454465107087,0.0719673708081,172.782821655,291.543823242,0.466198663992892,0.288814639136341,0.522799847047134,0,0,0,3.00971541524099,1.91057605403481,-1.03454465107087,0.0730826705694,189.766860962,295.453582764,0.455774415396314,0.260100862558299,0.531812376115283
1.64728991504284e+18,18362,1.64728991494803e+18,camera_color_optical_frame,0.857572972775,411.565887451,78.8097610474,0.933610645842696,-0.109682299069652,0.495302553267391,0.689075648785,431.205810547,68.3929138184,0.921954276733087,-0.140446686132031,0.534539920531432,0.524129867554,350.322540283,59.2376213074,1.09318587471575,0.00118400881275996,0.389880771045399,0.736927211285,265.415527344,131.00213623,0.969827573332922,0.1896706014042,0.292829368443052,0.727954626083,284.996459961,213.213806152,0.754105188447369,0.138399039111026,0.290335334628092,0.571590423584,508.223632812,82.7324981689,1.02374512327358,-0.336371304559435,0.39282602551446,0.748447358608,548.66619873,188.463623047,0.826159523080064,-0.424720798236866,0.282432946302926,0.799401044846,484.740203857,256.28616333,0.680121991154543,-0.27847688481674,0.244783134705821,0.505523324013,395.975311279,235.430511475,0.892325959956433,-0.135409193253638,-0.03732570569423,0.500358700752,359.388122559,228.922241211,0.929171445359322,-0.0410641446906369,-0.0669633547622481,0.462513625622,339.872436523,295.470550537,0.878475067137582,0.00277215602434876,-0.391720321832469,0.599527180195,339.848480225,304.620788574,0.876380270153656,0.000882252714301361,-0.458160541502468,0.427954763174,433.830352783,244.57975769,0.887486250227892,-0.241701916995805,-0.07688336644686,0.105164125562,439.042022705,305.910858154,0.607227918960301,-0.192510472039615,0.152770809784757,0,0,0,3.00971541524099,1.91057605403481,-1.03454465107087,0.809094130993,397.268585205,61.865322113,0.936640643500697,-0.0777281551302063,0.535989386491595,0.81878387928,424.726043701,68.3646316528,0.923391985012314,-0.128679299140741,0.533075775122081,0.147955790162,382.919158936,35.7267723083,0.962078180438242,-0.0483167036678493,0.575429525426733,0.787533342838,463.827514648,46.1694984436,0.965527645977564,-0.20312198956994,0.548412045457562,0,0,0,3.00971541524099,1.91057605403481,-1.03454465107087,0,0,0,3.00971541524099,1.91057605403481,-1.03454465107087,0,0,0,3.00971541524099,1.91057605403481,-1.03454465107087,0.728730976582,337.233886719,334.614624023,0.954863613964311,-0.00360139095118883,-0.931954461044757,0.707154035568,329.350738525,329.452056885,0.972504379641927,0.0277552519978572,-0.922050576161014,0.453550815582,345.066711426,301.973815918,0.870123270557631,-0.0145767879037171,-0.422750441369674
1.64728991530121e+18,18363,1.64728991518662e+18,camera_color_optical_frame,0.863629281521,410.320831299,78.8056716919,0.935045670607496,-0.107561851766603,0.493817258332516,0.684009075165,428.604522705,68.3608474731,0.919024381739687,-0.134903066787374,0.537497198077718,0.54112547636,349.002288818,59.2562332153,1.09088257984231,0.00422530696241322,0.392037364498165,0.711315214634,261.553039551,131.002487183,0.967826212988043,0.198054908896556,0.295165265474485,0.716840386391,279.830810547,211.901229858,0.75641608657454,0.149162352060962,0.291646278738525,0.574374437332,508.199615479,82.7221221924,1.02376423845107,-0.336319624855656,0.392836793227076,0.751154541969,547.371459961,189.739486694,0.820344231085462,-0.419773015365681,0.286069471710962,0.781198501587,484.675201416,255.004470825,0.682454792935602,-0.278323063148716,0.246084683092228,0.488718688488,397.285675049,234.141311646,0.89332005495683,-0.1383660930035,-0.0321970832625158,0.480687052011,359.394378662,227.607345581,0.93024767594361,-0.0408098078536321,-0.0617822387604203,0.430969625711,339.890563965,296.76171875,0.881980450204473,0.00216037996355867,-0.409232207778363,0.625016629696,339.831634521,305.916870117,0.887175672256996,-0.000208513193158469,-0.493362909756792,0.420941799879,433.853973389,244.551925659,0.88755234734294,-0.241765208080174,-0.0768466264634631,0.0677773803473,435.152526855,299.381408691,0.617414928071226,-0.183098816339328,0.16419753313187,0,0,0,2.99396768648311,1.90068215969291,-1.02159314073084,0.814564108849,395.955963135,63.1577072144,0.946412700817144,-0.0771837650890014,0.523120641856118,0.838000774384,423.447143555,68.3817596436,0.920399078616797,-0.125634392607997,0.535992678099357,0.335195481777,382.939788818,33.1419868469,0.952866756213633,-0.0466635163017177,0.589760571086571,0.802347898483,463.857543945,44.8893318176,0.960695430564917,-0.201107613927126,0.556026128134253,0,0,0,2.99396768648311,1.90068215969291,-1.02159314073084,0,0,0,2.99396768648311,1.90068215969291,-1.02159314073084,0,0,0,2.99396768648311,1.90068215969291,-1.02159314073084,0.729318916798,337.225341797,333.329742432,0.959307046451001,-0.00353273755559287,-0.929475777993586,0.713208556175,328.148101807,329.436676025,0.975838609802262,0.0324062438840518,-0.930486518728525,0.454485177994,343.775909424,303.285003662,0.875373352110088,-0.0113278012716634,-0.44500651497194
1.64728991595154e+18,18364,1.64728991585538e+18,camera_color_optical_frame,0.809110105038,359.45993042,69.6652145386,0.965979335606209,-0.0103576942907383,0.486078872307818,0.694865047932,392.078491211,57.9497337341,0.941488682687166,-0.0677124761383142,0.541004229734517,0.528393447399,313.75289917,56.6500549316,1.09536156152468,0.0818498851151769,0.394693873131579,0.740232825279,215.893051147,117.972000122,0.965369953132666,0.293582934913962,0.340936831810677,0.719483792782,215.884750366,205.434906006,0.75587697591447,0.278690973331105,0.315655518199293,0.553790807724,471.666412354,67.0600738525,1.05776100714716,-0.25937074326075,0.403941609393507,0.730296552181,487.342041016,175.39263916,0.852694120100997,-0.294254471814527,0.291774464576646,0.797010540962,422.109680176,244.551239014,0.705484275997211,-0.149364924256054,0.247742734812874,0.450449466705,381.655883789,244.54246521,0.886609942993836,-0.100763559152938,-0.0770850515209993,0.527320444584,339.865966797,244.589111328,0.927686101269683,0.0095078791523815,-0.152422550171522,0.326762527227,335.906097412,332.02444458,0.963785576883352,0.00172675258541406,-0.926966942607227,0,0,0,2.99396768648311,1.90068215969291,-1.02159314073084,0.379583656788,425.978973389,243.273910522,0.70641158906528,-0.156967906080215,0.251679674430688,0.0917906090617,442.975616455,300.692687988,0.613018642158516,-0.198946089153696,0.16743824857541,0,0,0,2.99396768648311,1.90068215969291,-1.02159314073084,0.760561704636,349.013702393,52.7125968933,0.96922415186857,0.0119161319690534,0.526865947023526,0.761776864529,377.68737793,63.1516227722,0.940976988958581,-0.0418015316042876,0.528176001019078,0,0,0,2.99396768648311,1.90068215969291,-1.02159314073084,0.761400520802,423.329925537,38.3674736023,0.98951863041009,-0.129265950624543,0.544768787637065,0,0,0,2.99396768648311,1.90068215969291,-1.02159314073084,0,0,0,2.99396768648311,1.90068215969291,-1.02159314073084,0,0,0,2.99396768648311,1.90068215969291,-1.02159314073084,0,0,0,2.99396768648311,1.90068215969291,-1.02159314073084,0,0,0,2.99396768648311,1.90068215969291,-1.02159314073084,0,0,0,2.99396768648311,1.90068215969291,-1.02159314073084
1.64728991619842e+18,18365,1.64728991609447e+18,camera_color_optical_frame,0.787167131901,360.687896729,69.7052688599,0.956377396345599,-0.0119708715970448,0.495605293990238,0.712422251701,392.024749756,59.2131843567,0.941669909384234,-0.0679655341537591,0.53766962847963,0.537016868591,311.115936279,57.9270133972,1.08911398696556,0.0875444120937789,0.39694582597637,0.736153304577,214.60118103,117.980117798,0.96865998889407,0.297258625639771,0.337054255059888,0.737125277519,214.600082397,206.70803833,0.756283373775505,0.282162555279076,0.310164034657961,0.540434002876,469.053314209,67.0883483887,1.05766915850838,-0.253733478670069,0.403901860481458,0.734104394913,484.770721436,176.688308716,0.851388859472969,-0.289261247582502,0.288766492973951,0.765299797058,420.731292725,244.599685669,0.717594747306381,-0.150491696436532,0.225869429706437,0.470296323299,381.60055542,235.423904419,0.898095841381124,-0.0984928158656062,-0.047772623448997,0.501825332642,339.813110352,240.644790649,0.926612565091513,0.0104004634719324,-0.127828365640703,0.359742432833,334.622650146,332.01348877,0.963788698035648,0.00680941725024935,-0.926954847269791,0,0,0,2.99396768648311,1.90068215969291,-1.02159314073084,0.421101331711,422.106536865,235.418304443,0.736290579184068,-0.153791043148721,0.232856054961195,0.0872980877757,442.966430664,304.59463501,0.607743619707686,-0.199970710515978,0.158768513556858,0,0,0,2.99396768648311,1.90068215969291,-1.02159314073084,0.738044977188,348.998779297,54.0219573975,0.968546711866686,0.0118415032247541,0.524197849091773,0.727821946144,376.412139893,61.8501319885,0.938635172765217,-0.0388488403542112,0.53374610063845,0,0,0,2.99396768648311,1.90068215969291,-1.02159314073084,0.772206604481,422.106292725,38.3554840088,0.992640365178839,-0.127577169453602,0.541933388454571,0,0,0,2.99396768648311,1.90068215969291,-1.02159314073084,0,0,0,2.99396768648311,1.90068215969291,-1.02159314073084,0,0,0,2.99396768648311,1.90068215969291,-1.02159314073084,0,0,0,2.99396768648311,1.90068215969291,-1.02159314073084,0,0,0,2.99396768648311,1.90068215969291,-1.02159314073084,0,0,0,2.99396768648311,1.90068215969291,-1.02159314073084
1.64728991670545e+18,18366,1.64728991659046e+18,camera_color_optical_frame,0.769047141075,350.325164795,73.5803451538,0.962035192503278,0.00740609334327074,0.479334879800737,0.72651797533,381.622070312,56.6104621887,0.950325426538537,-0.0489668499181424,0.535666025509052,0.530056476593,304.619903564,50.1251945496,1.09938948825643,0.101735315668953,0.40957674988228,0.686241984367,206.721359253,115.348258972,0.96486938343906,0.312085382842632,0.349855725521352,0.777559816837,213.292541504,204.108734131,0.759297687372231,0.284362143053177,0.315284934760031,0.556891143322,461.202728271,67.0589523315,1.06574236206437,-0.239262198184421,0.395838976019742,0.729851186275,478.176727295,175.375656128,0.858460557669313,-0.277038037610944,0.283575563688315,0.768044173717,415.559906006,244.522918701,0.717662547243046,-0.139416905815575,0.22592980992747,0.442269802094,375.105285645,234.106124878,0.907085630163668,-0.0821785698588107,-0.0564655863558881,0.459344446659,337.21875,235.464248657,0.932742465245394,0.018114160048033,-0.109507735508177,0.204841941595,338.530456543,308.516723633,0.973953465673802,-0.00284761898788906,-0.716340522617023,0.253727883101,338.582000732,307.17755127,0.97225328003586,-0.00256802118637399,-0.700112446049233,0.420806914568,414.228515625,232.816925049,0.747619774053294,-0.138798601092176,0.224320351240213,0.159143909812,444.263061523,307.225006104,0.60803499222203,-0.205390476119489,0.144034337521061,0.411482423544,444.266815186,311.135131836,0.604971218664215,-0.207652259414182,0.129725167417524,0.824458777905,339.870391846,56.6592903137,0.974546016998096,0.0289244902808971,0.511548292407246,0.770689547062,365.949310303,65.7401733398,0.941731192905844,-0.0201293588569371,0.520625531127856,0.138878107071,328.135894775,37.0411071777,0.960835097165106,0.052514940379225,0.572651477504374,0.759576737881,411.667358398,39.6507148743,0.9903407399691,-0.107632844902099,0.540691289705962,0.623968303204,433.827423096,347.676177979,0.894782220852849,-0.377118630143656,-0.907831059349975,0.537314474583,442.988037109,346.383789062,0.893527345082935,-0.409241242846256,-0.889130664900212,0.377960801125,442.935180664,308.523468018,0.605554025151893,-0.202527752829628,0.142656287931108,0.608765423298,337.203613281,334.631988525,0.958051341974062,-0.00372579714402861,-0.940481850798357,0.570163428783,328.114044189,330.726165771,0.974659053163353,0.0323951112569389,-0.941450018699668,0.238745316863,347.692962646,301.994598389,0.646231725695443,0.00109405923740388,0.0821723647499897
1.64728991748399e+18,18367,1.64728991738635e+18,camera_color_optical_frame,0.819751977921,372.495727539,76.2067489624,0.954898661370014,-0.0361301270281807,0.479845577442064,0.685992717743,395.959289551,59.219039917,0.931964053109212,-0.0738106587627471,0.547129464045142,0.532277166843,317.643371582,54.0296478271,1.10045731893779,0.0733262619323849,0.397518918407652,0.71976006031,247.200210571,140.103317261,0.951693399269105,0.230446385628029,0.282797208310049,0.690993309021,262.811004639,218.461410522,0.736922689765594,0.18315113536807,0.296872748036168,0.563464939594,475.572662354,70.9812011719,1.0607071494263,-0.271320730004481,0.389529855113931,0.735357582569,513.409484863,174.083175659,0.867914553719964,-0.356893562542519,0.276090722444489,0.779803514481,472.997436523,256.322631836,0.732371529579386,-0.281229571526519,0.146821665871506,0.493509620428,382.913726807,243.261062622,0.893578140844696,-0.104936385711042,-0.0823671150847725,0.452118605375,342.441711426,240.646713257,0.931099595503258,0.00271781983910595,-0.135646676091497,0.234862625599,338.54788208,294.158081055,0.903363113413441,0.00548806636331913,-0.436229801881832,0.362843245268,338.588470459,301.991241455,0.89109704668484,0.00448953362072563,-0.470554956295692,0.434638977051,423.428833008,247.187545776,0.90976566989923,-0.223403315330013,-0.131976609521467,0,0,0,3.23930355835715,2.05482047994489,-1.22336575872576,0,0,0,3.23930355835715,2.05482047994489,-1.22336575872576,0.877334952354,360.755004883,59.2172660828,0.965990372925037,-0.0112791991151743,0.513564405849329,0.818353533745,390.702514648,65.7547454834,0.932402883056073,-0.0657869332900703,0.530214856224437,0.172747343779,348.934814453,33.106010437,0.983943058811596,0.0133061180483205,0.56141512432481,0.722102642059,424.69342041,38.3878631592,0.9739138686896,-0.128564675198604,0.55896700572982,0,0,0,3.23930355835715,2.05482047994489,-1.22336575872576,0,0,0,3.23930355835715,2.05482047994489,-1.22336575872576,0,0,0,3.23930355835715,2.05482047994489,-1.22336575872576,0.636137843132,337.225128174,334.605407715,0.948758179264361,-0.00310531792903249,-0.915892981100316,0.610955536366,328.144989014,329.437042236,0.969209980272639,0.0326420982134623,-0.913572712615387,0.274363964796,346.344696045,298.120849609,0.89981319200208,-0.0204577454706678,-0.458873844904436
1.64728991773321e+18,18368,1.64728991761996e+18,camera_color_optical_frame,0.818499803543,372.483398438,76.2250747681,0.956318011070772,-0.0362684176205861,0.478346937487059,0.692102491856,395.979614258,57.9610824585,0.935507889590422,-0.074070190308959,0.546815614175721,0.550900161266,317.674407959,54.0248603821,1.1004669996621,0.0732580215719736,0.397524179289474,0.734278917313,248.48840332,140.131576538,0.949755467523712,0.227197753187456,0.285144787239005,0.726333558559,265.400390625,221.056915283,0.734896537077797,0.178237278086663,0.290007306942119,0.570971369743,474.301971436,69.6972808838,1.05871761619285,-0.267058999139791,0.395299124659158,0.73224568367,513.422058105,174.104400635,0.869641621820399,-0.357850460131589,0.273616956468185,0.803979158401,474.246765137,256.307098389,0.725801537325526,-0.280594613483398,0.159188988580332,0.473957121372,382.914855957,241.959060669,0.896664487732699,-0.104915275711817,-0.0806455101818673,0.441171109676,341.192474365,238.047241211,0.941949620186534,0.00599750265631227,-0.139893244418696,0.227751582861,338.554016113,292.842407227,0.8881699913148,0.00679370456597247,-0.393174655665798,0.365348011255,338.5753479,299.395111084,0.891095976189206,0.005110694744109,-0.449943517955517,0.425801843405,424.676971436,245.891311646,0.909059435393027,-0.225530819424886,-0.123214462645897,0.109756760299,440.350006104,339.831115723,0.930392386607097,-0.407042569677358,-0.916655054997418,0,0,0,3.1705098219362,2.01159915641058,-1.16678754705859,0.880358934402,360.764373779,57.996181488,0.962041691077109,-0.0107847064589982,0.520523259624639,0.845763623714,390.747802734,66.9975891113,0.931838698676902,-0.0661092421566439,0.527609291117862,0.196001529694,348.950622559,30.5390815735,0.971571453851509,0.0142058986347558,0.578562166074888,0.709558308125,424.700317383,43.5837097168,0.979310400793725,-0.131615427843522,0.541360065641131,0,0,0,3.1705098219362,2.01159915641058,-1.16678754705859,0,0,0,3.1705098219362,2.01159915641058,-1.16678754705859,0,0,0,3.1705098219362,2.01159915641058,-1.16678754705859,0.646674990654,337.212188721,334.606414795,0.951642400423926,-0.00327129819424365,-0.923445057479876,0.618930876255,328.128540039,329.446533203,0.969176821107028,0.032706738893576,-0.913591077086776,0.275323539972,345.075073242,298.085784912,0.897409148470533,-0.0160944512149413,-0.453335581977575
