1,0.020460242,0,0,0,0
1,0.021871029,0,0,0,0
1,0.015048227,0,0,0,0
1,0.015958284,0,0,0,0
1,0.018617009,0,0,0,0
1,0.016560095,0,0,0,0
1,0.016891,0,0,0,0
1,0.017486183,0,0,0,1
1,0.016864946,0,0,0,1
1,0.018641706,0,0,0,1
1,0.018280246,0,0,0,1
1,0.015926517,0,0,0,1
1,0.015675551,0,0,0,1
1,0.023154221,0,0,0,1
1,0.031468967,0,0,0,1
1,0.030366055,0,0,0,1
1,0.026199908,0,0,0,1
1,0.015808256,0,0,0,1
1,0.029649818,0,0,0,0
1,0.026116373,0,0,0,0
1,0.028892106,0,0,0,0
1,0.02754896,0,0,0,0
1,0.030263434,0,0,0,0
1,0.028800132,0,0,0,0
1,0.028816495,0,0,0,0
1,0.028364132,0,0,0,0
1,0.145688377,0,0,0,0
1,0.139325818,0,0,0,0
1,0.055983908,0,0,0,0
1,0.052099304,0,0,0,1
1,0.050350108,0,0,0,1
1,0.052276467,0,0,0,1
1,0.052213005,0,0,0,1
1,0.050951356,0,0,0,1
1,0.048880067,0,0,0,1
1,0.05095282,0,0,0,0
1,0.04908378,0,0,0,0
1,0.049463947,0,0,0,0
1,0.049118521,0,0,0,0
1,0.04973757,0,0,0,0
1,0.04929477,0,0,0,0
1,0.050426721,0,0,0,0
1,0.060832185,0,0,0,0
1,0.112595209,0,0,0,1
1,0.109635985,0,0,0,1
1,0.097411853,0,0,0,1
1,0.073088775,0,0,0,1
1,0.015417201,0,0,0,0
1,0.016544182,0,0,0,0
1,0.016261696,0,0,0,0
1,0.015676632,0,0,0,0
1,0.016392138,0,0,0,0
1,0.015177852,0,0,0,0
1,0.015550802,0,0,0,0
1,0.014420501,0,0,0,0
1,0.015202782,0,0,0,0
1,0.015644078,0,0,0,0
1,0.015001882,0,0,0,0
1,0.015111795,0,0,0,0
1,0.015300987,0,0,0,0
1,0.015457622,0,0,0,0
1,0.01971339,0,0,0,0
1,0.017192877,0,0,0,0
1,0.016804647,0,0,0,0
1,0.014085008,0,0,0,0
1,0.015556253,0,0,0,0
1,0.063935217,0,0,0,0
1,0.08431241,0,0,0,0
1,0.012894477,0,0,0,0
1,0.026402387,0,0,0,0
1,0.02405522,0,0,0,1
1,0.118250909,0,0,0,1
1,0.024015384,0,0,0,1
1,0.030042093,0,0,0,1
1,0.035694196,0,0,0,1
1,0.025427243,0,0,0,1
1,0.025899441,0,0,0,1
1,0.02468074,0,0,0,1
1,0.011022415,0,0,0,1
1,0.127111061,0,0,0,0
1,0.132206114,0,0,0,0
1,0.135171912,0,0,0,0
1,0.057754117,0,0,0,0
1,0.055681118,0,0,0,0
1,0.111485338,0,0,0,0
1,0.132365877,0,0,0,0
1,0.12497395,0,0,0,0
1,0.053626282,0,0,0,0
1,0.055485002,0,0,0,0
1,0.05026047,0,0,0,1
1,0.045492028,0,0,0,1
1,0.088699556,0,0,0,1
1,0.108530266,0,0,0,1
1,0.063811845,0,0,0,1
1,0.055576933,0,0,0,1
1,0.053214915,0,0,0,1
1,0.053508866,0,0,0,1
1,0.053846009,0,0,0,1
1,0.054154112,0,0,0,1
1,0.053768676,0,0,0,1
1,0.053222073,0,0,0,1
1,0.030390056,0,0,0,0
1,0.026764307,0,0,0,0
1,0.027276588,0,0,0,0
1,0.027338062,0,0,0,0
1,0.026541811,0,0,0,0
1,0.024644622,0,0,0,0
1,0.02788093,0,0,0,0
1,0.03098329,0,0,0,0
1,0.031482722,0,0,0,0
1,0.031365917,0,0,0,0
1,0.026586366,0,0,0,0
1,0.026814817,0,0,0,0
1,0.019830994,0,0,0,0
1,0.022273018,0,0,0,1
1,0.02305946,0,0,0,1
1,0.023805852,0,0,0,1
1,0.025554031,0,0,0,1
1,0.065363588,0,0,0,1
1,0.119971519,0,0,0,1
1,0.019772422,0,0,0,1
1,0.020065655,0,0,0,1
1,0.023412463,0,0,0,1
1,0.025468067,0,0,0,1
1,0.023557011,0,0,0,1
1,0.024693378,0,0,0,1
1,0.019134322,0,0,0,1
1,0.035686278,0,0,0,1
1,0.024641502,0,0,0,1
1,0.007792284,0,0,0,1
1,0.025483997,0,0,0,1
1,0.012276241,0,0,0,1
1,0.017500205,0,0,0,0
1,0.027536976,0,0,0,0
1,0.030697793,0,0,0,0
1,0.024242976,0,0,0,0
1,0.041008513,0,0,0,0
1,0.031527931,0,0,0,0
1,0.017553093,0,0,0,0
1,0.041035794,0,0,0,0
1,0.023021927,0,0,0,0
1,0.034308872,0,0,0,0
1,0.028878957,0,0,0,0
1,0.02450446,0,0,0,0
1,0.025455547,0,0,0,0
1,0.035450904,0,0,0,0
1,0.026619085,0,0,0,0
1,0.015896466,0,0,0,0
1,0.02661968,0,0,0,0
1,0.03267811,0,0,0,0
1,0.036724676,0,0,0,0
1,0.025733708,0,0,0,0
1,0.0267725,0,0,0,0
1,0.053587586,0,0,0,1
1,0.052955035,0,0,0,1
1,0.054406374,0,0,0,1
1,0.05179491,0,0,0,0
1,0.050738989,0,0,0,0
1,0.048491943,0,0,0,0
