%time,field.header.seq,field.header.stamp,field.header.frame_id,field.origin.x,field.origin.y,field.origin.z,field.dir.x,field.dir.y,field.dir.z,field.score
1647959224699648258,8155,1647959224671302318,camera_color_optical_frame,128.408752441,71.642791748,0.0,96.5601959229,5.58788108826,-179.713668823,0.0432304851711
1647959224773311929,8156,1647959224748591661,camera_color_optical_frame,129.697189331,71.6451873779,0.0,96.9349594116,9.51587486267,-179.306777954,0.043422922492
1647959225002601445,8157,1647959224973426580,camera_color_optical_frame,128.390701294,73.2722930908,0.0,95.9829864502,9.0117816925,-179.902084351,0.0442860610783
1647959225266943052,8158,1647959225234584569,camera_color_optical_frame,128.718658447,72.6263885498,0.0,98.4834213257,15.1306037903,-177.939025879,0.04300378263
1647959225827037478,8159,1647959225802140474,camera_color_optical_frame,128.735046387,73.5856246948,0.0,98.4583358765,16.4601306915,-177.82359314,0.0433882139623
1647959226070679278,8160,1647959226041075468,camera_color_optical_frame,128.093002319,73.9202880859,0.0,97.6415634155,23.8950271606,-177.387298584,0.0424505881965
1647959226631252740,8161,1647959226605817317,camera_color_optical_frame,162.338485718,66.399848938,0.0,100.15071106,25.9683494568,-175.50440979,0.0352647714317
1647959226871782371,8162,1647959226843025922,camera_color_optical_frame,166.9168396,67.6927947998,0.0,101.178405762,13.9195232391,-176.366271973,0.0398363023996
1647959227457816750,8163,1647959227433210372,camera_color_optical_frame,263.265106201,141.455047607,0.0,99.7429275513,60.4410171509,166.107040405,0.0332804769278
1647959227697577593,8164,1647959227665255069,camera_color_optical_frame,266.316101074,140.999084473,0.0,98.2003860474,56.5042724609,168.641601562,0.0329437330365
1647959228294921073,8165,1647959228266287803,camera_color_optical_frame,292.873748779,125.823631287,0.0,91.673614502,29.6173877716,179.941207886,0.0381964668632
1647959228527390855,8166,1647959228497062921,camera_color_optical_frame,292.86151123,126.650947571,0.0,91.1911315918,30.0187320709,180.139053345,0.0387772396207
1647959229092845453,8167,1647959229067852973,camera_color_optical_frame,291.998260498,129.280181885,0.0,91.3635559082,25.7178325653,180.778366089,0.0420486442745
1647959229326503334,8168,1647959229297597646,camera_color_optical_frame,292.441223145,129.262084961,0.0,92.118522644,23.7576065063,180.651016235,0.042393386364
1647959229892776149,8169,1647959229868283510,camera_color_optical_frame,266.310546875,123.6381073,0.0,107.159004211,10.0770397186,172.703903198,0.0347491800785
1647959230132307468,8170,1647959230104198932,camera_color_optical_frame,267.18838501,123.586425781,0.0,110.320480347,10.4263763428,170.460754395,0.0323210842907
